assignment_key,source_url,source_title,source_type,source_accessed_at,evidence_locator,evidence_note
2022-PHI-quarterbacks_coach-01-18-brian-johnson,https://static.www.nfl.com/league/apps/league-site/media-guides/2022/2022_NFL_Record_and_Fact_Book.pdf,2022 NFL Record & Fact Book,official_release,2026-08-27,PDF page 209 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2022-PIT-head_coach-01-18-mike-tomlin,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2022.parquet,nflverse play-by-play 2022,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2022-PIT-offensive_coordinator-01-18-matt-canada,https://static.www.nfl.com/league/apps/league-site/media-guides/2022/2022_NFL_Record_and_Fact_Book.pdf,2022 NFL Record & Fact Book,official_release,2026-08-27,PDF page 129 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2022-PIT-quarterbacks_coach-01-18-mike-sullivan,https://static.www.nfl.com/league/apps/league-site/media-guides/2022/2022_NFL_Record_and_Fact_Book.pdf,2022 NFL Record & Fact Book,official_release,2026-08-27,PDF page 129 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2022-SEA-head_coach-01-18-pete-carroll,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2022.parquet,nflverse play-by-play 2022,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2022-SEA-offensive_coordinator-01-18-shane-waldron,https://static.www.nfl.com/league/apps/league-site/media-guides/2022/2022_NFL_Record_and_Fact_Book.pdf,2022 NFL Record & Fact Book,official_release,2026-08-27,PDF page 221 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2022-SEA-quarterbacks_coach-01-18-dave-canales,https://static.www.nfl.com/league/apps/league-site/media-guides/2022/2022_NFL_Record_and_Fact_Book.pdf,2022 NFL Record & Fact Book,official_release,2026-08-27,PDF page 221 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2022-SF-head_coach-01-18-kyle-shanahan,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2022.parquet,nflverse play-by-play 2022,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2022-SF-quarterbacks_coach-01-18-brian-griese,https://static.www.nfl.com/league/apps/league-site/media-guides/2022/2022_NFL_Record_and_Fact_Book.pdf,2022 NFL Record & Fact Book,official_release,2026-08-27,PDF page 215 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2022-TB-head_coach-01-18-todd-bowles,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2022.parquet,nflverse play-by-play 2022,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2022-TB-offensive_coordinator-01-18-byron-leftwich,https://static.www.nfl.com/league/apps/league-site/media-guides/2022/2022_NFL_Record_and_Fact_Book.pdf,2022 NFL Record & Fact Book,official_release,2026-08-27,PDF page 227 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2022-TB-quarterbacks_coach-01-18-clyde-christensen,https://static.www.nfl.com/league/apps/league-site/media-guides/2022/2022_NFL_Record_and_Fact_Book.pdf,2022 NFL Record & Fact Book,official_release,2026-08-27,PDF page 227 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2022-TEN-head_coach-01-18-mike-vrabel,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2022.parquet,nflverse play-by-play 2022,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2022-WAS-head_coach-01-18-ron-rivera,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2022.parquet,nflverse play-by-play 2022,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2022-WAS-offensive_coordinator-01-18-scott-turner,https://static.www.nfl.com/league/apps/league-site/media-guides/2022/2022_NFL_Record_and_Fact_Book.pdf,2022 NFL Record & Fact Book,official_release,2026-08-27,PDF page 233 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2022-WAS-quarterbacks_coach-01-18-ken-zampese,https://static.www.nfl.com/league/apps/league-site/media-guides/2022/2022_NFL_Record_and_Fact_Book.pdf,2022 NFL Record & Fact Book,official_release,2026-08-27,PDF page 233 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-ARI-head_coach-01-18-jonathan-gannon,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-ARI-offensive_coordinator-01-18-drew-petzing,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 145 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-ATL-head_coach-01-18-arthur-smith,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-ATL-offensive_coordinator-01-18-dave-ragone,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 151 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-BAL-head_coach-01-18-john-harbaugh,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-BAL-offensive_coordinator-01-18-todd-monken,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 47 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-BAL-quarterbacks_coach-01-18-tee-martin,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 47 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-BUF-head_coach-01-18-sean-mcdermott,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-BUF-offensive_coordinator-01-18-ken-dorsey,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 53 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-BUF-quarterbacks_coach-01-18-joe-brady,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 53 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-CAR-head_coach-01-12-frank-reich,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-12",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-CAR-head_coach-13-18-chris-tabor,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 13-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-CAR-quarterbacks_coach-01-18-josh-mccown,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 157 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-CHI-head_coach-01-18-matt-eberflus,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-CHI-offensive_coordinator-01-18-luke-getsy,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 163 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-CHI-quarterbacks_coach-01-18-andrew-janocko,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 163 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-CIN-head_coach-01-18-zac-taylor,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-CIN-offensive_coordinator-01-18-brian-callahan,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 59 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-CIN-quarterbacks_coach-01-18-dan-pitcher,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 59 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-CLE-head_coach-01-18-kevin-stefanski,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-CLE-offensive_coordinator-01-18-alex-van-pelt,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 65 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-DAL-head_coach-01-18-mike-mccarthy,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-DAL-offensive_coordinator-01-18-brian-schottenheimer,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 169 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-DAL-quarterbacks_coach-01-18-scott-tolzien,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 169 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-DEN-head_coach-01-18-sean-payton,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-DEN-offensive_coordinator-01-18-joe-lombardi,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 71 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-DEN-quarterbacks_coach-01-18-davis-webb,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 71 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-DET-head_coach-01-18-dan-campbell,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-DET-offensive_coordinator-01-18-ben-johnson,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 175 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-DET-quarterbacks_coach-01-18-mark-brunell,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 175 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-GB-head_coach-01-18-matt-lafleur,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-GB-offensive_coordinator-01-18-adam-stenavich,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 181 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-GB-quarterbacks_coach-01-18-tom-clements,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 181 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-HOU-head_coach-01-18-demeco-ryans,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-HOU-offensive_coordinator-01-18-bobby-slowik,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 77 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-IND-head_coach-01-18-shane-steichen,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-IND-quarterbacks_coach-01-18-cam-turner,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 83 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-JAX-head_coach-01-18-doug-pederson,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-JAX-offensive_coordinator-01-18-press-taylor,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 89 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-KC-head_coach-01-18-andy-reid,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-LA-head_coach-01-18-sean-mcvay,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-LA-offensive_coordinator-01-18-mike-lafleur,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 187 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-LA-quarterbacks_coach-01-18-zac-robinson,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 187 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks/pass game coordina-. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-LAC-head_coach-01-15-brandon-staley,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-15",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-LAC-head_coach-16-18-giff-smith,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 16-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-LV-head_coach-01-08-josh-mcdaniels,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-8",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-LV-head_coach-09-18-antonio-pierce,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 9-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-LV-offensive_coordinator-01-18-mick-lombardi,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 101 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-LV-quarterbacks_coach-01-18-bo-hardegree,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 101 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-MIA-head_coach-01-18-mike-mcdaniel,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-MIA-offensive_coordinator-01-18-frank-smith,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 113 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-MIA-quarterbacks_coach-01-18-darrell-bevell,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 113 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks/passing game coordi-. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-MIN-head_coach-01-18-kevin-o-connell,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-MIN-offensive_coordinator-01-18-wes-phillips,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 193 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-NE-head_coach-01-18-bill-belichick,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-NO-head_coach-01-18-dennis-allen,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-NO-offensive_coordinator-01-18-pete-carmichael,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 199 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-NYG-head_coach-01-18-brian-daboll,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-NYG-offensive_coordinator-01-18-mike-kafka,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 205 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-NYG-quarterbacks_coach-01-18-shea-tierney,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 205 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-NYJ-head_coach-01-18-robert-saleh,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-NYJ-offensive_coordinator-01-18-nathaniel-hackett,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 125 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-PHI-head_coach-01-18-nick-sirianni,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-PHI-quarterbacks_coach-01-18-alex-tanney,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 211 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-PIT-head_coach-01-18-mike-tomlin,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
2023-PIT-offensive_coordinator-01-18-matt-canada,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 131 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-PIT-quarterbacks_coach-01-18-mike-sullivan,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202023%20-%20Record%20%26%20Fact%20Book.pdf,2023 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 131 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2023-SEA-head_coach-01-18-pete-carroll,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2023.parquet,nflverse play-by-play 2023,official_release,2026-08-27,"regular-season team games, weeks 1-18",Observed head coach on each included regular-season game; interval is first through last observed game week.
